# Synonym replacements applied IN ORDER before matching.
# Format: <source><TAB><target>.  Empty target = delete the source phrase.
# ORDER MATTERS (sequential replace). Provenance: MATCHER_CHANGES.txt.

parsley, flat-leaf	parsley, herb
parsley, flat leaf	parsley, herb
parsley, chopped	parsley, herb
parsley, raw	parsley, herb
chopped parsley	parsley, herb
garlic cloves	garlic
garlic clove	garlic
garlic, cloves	garlic
garlic, clove	garlic
garlic, minced for sauce	garlic
garlic, minced, for sauce	garlic
garlic, fresh cloves, minced	garlic
garlic, fresh cloves	garlic
garlic cloves, minced	garlic
for egg wash	
mustard, dijon	mustard
dijon mustard	mustard
masa harina, corn flour	corn flour
masa harina	corn flour
pumpkin puree	pumpkin
spinach and ricotta tortellini	tortellini
spinach ricotta tortellini	tortellini
tortellini, fresh, spinach and ricotta filling	tortellini
tortellini, fresh, spinach and ricotta	tortellini
tortellini, fresh	tortellini
ladyfingers, whole grain	ladyfingers
whole grain ladyfingers	ladyfingers
beef, stewing cuts	beef
beef stewing cuts	beef
beef filet mignon	beef
prime rib roast	beef
slider buns, whole-grain	bread roll
whole-grain slider buns	bread roll
whole grain slider buns	bread roll
slider buns, whole grain	bread roll
rice noodles, bihon	rice noodles
bihon noodles	rice noodles
baguette, whole grain	baguette
whole grain baguette	baguette
hot sauce	sriracha
cornmeal, whole grain	cornmeal
whole grain cornmeal	cornmeal
english muffins, whole wheat	bread roll
whole wheat english muffins	bread roll
whole grain ciabatta rolls	ciabatta
whole grain ciabatta	ciabatta
pie dough	pastry, plain
hot sauce, frank's redhot or similar	sriracha
graham crackers, whole grain	crackers, graham
molasses, dark	molasses
dark molasses	molasses
for glaze	
for frosting	
for caramelizing	
for dressing	
cinnamon-sugar mixture	sugar, white
roughly chopped	
diagonally	
sifted	
debearded	
scrubbed	
paella rice	rice, short grain
panini bread	ciabatta
whole grain panini	ciabatta
pasta, small shapes	pasta, plain
pasta, small shells	pasta, plain
pasta, small shape	pasta, plain
small pasta	pasta, plain
cornmeal, whole-grain	cornmeal
cornmeal, yellow	cornmeal
for tzatziki	
vanilla bean	vanilla extract
% cocoa	
beef round steak	beef
paella rice, short-grain	rice, white
whole wheat pie dough	pastry, plain
hot sauce, frank's redhot or similar	sriracha
for sauce	
white fish fillet, raw, tilapia	tilapia
white fish fillet, raw, cod	cod
white fish fillet, fresh, cod or sea bass	cod
white fish fillet, fresh, cod	cod
white fish fillet	cod
beef stew meat	beef
tomatillo salsa, green, homemade or store-bought	tomatillos
tomatillo salsa, green	tomatillos
oatmeal, whole grain	oatmeal
bread roll, wholemeal	bread roll
bread roll, whole-grain	bread roll
bread roll, whole grain	bread roll
whole-grain bread roll	bread roll
whole grain bread roll	bread roll
bread, white, whole grain	bread, wholemeal
bread, white, wholemeal	bread, wholemeal
whole grain bread, white	bread, wholemeal
cornmeal, corn starch	cornmeal
crackers, graham grain	crackers, graham
wholemeal pastry, plain	pastry, plain
pastry, plain, pre	pastry, plain
cornmeal, whole-grain	cornmeal
cornmeal, whole grain	cornmeal
wholemeal puff pastry	puff pastry
whole grain ciabatta	ciabatta
bagel, wholemeal	bagels
bagel, wholegrain	bagels
flatbread, wholemeal	flatbread
tomatillos, green	tomatillos
tomatillos, green, homemade	tomatillos
tomatillos, homemade	tomatillos
chocolate, white, reduced sugar	chocolate, white
chocolate, white, reduced	chocolate, white
liqueur	
